Data,Unidade Origem,Unidade Destino,Documento,Produto (Saída),Produto (Entrada),Espécie,Valor Saída (R$),Valor Entrada (R$),Diferença (R$),Qtd Saída,Qtd Entrada,Diferença Qtd,Status,Tipo de Divergência,Qualidade Match,Observações,Detalhes Produto
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,BISACODIL 5MG (DULCOLAX) - DRAGEA,BISACODIL 5MG (DULCOLAX) - DRAGEA,MEDICAMENTOS HOSPITALARES,2.32,2.32,0.0,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:20.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,"AGULHA DESC. 13X4,5",-,MATERIAIS HOSPITALARES,0.12,,,2.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"AGULHA DESC. 13X4,5",-,MATERIAIS HOSPITALARES,0.06,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,CLOPIDOGREL 75MG (PLAVIX) - COMP,CLOPIDOGREL 75MG (PLAVIX) - COMP,MEDICAMENTOS HOSPITALARES,8.86,8.86,0.0,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:30.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"AGULHA DESC. 13X4,5",-,MATERIAIS HOSPITALARES,0.31,,,5.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,SERINGA DESCARTAVEL 20 ML S/AGULHA,-,MATERIAIS HOSPITALARES,1.86,,,6.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,CETAMINA 50MG/ML 2ML AMP (KETAMIN),-,MEDICAMENTOS HOSPITALARES,12.06,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,CANETA DE BISTURI DESCARTAVEL,-,MATERIAIS HOSPITALARES,9.32,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"ATROPINA 0,25MG AMP 1 ML",-,MEDICAMENTOS HOSPITALARES,1.43,,,2.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"FENTANILA 0,05MG/ML FR 10ML (FENTANIL) (M.A.R)",-,MEDICAMENTOS HOSPITALARES,2.72,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,CURATIVO TEGADERM 10CMX12CM (PUNCAO PROFUNDA),-,MATERIAIS HOSPITALARES,5.9,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,JELCO 22 DISP.SEGURANÇA,-,MATERIAIS HOSPITALARES,3.02,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,"FIO MONOCRYL 4-0 45CM 3/8 AG 1,9 CM (Y 496 G)",-,MATERIAIS HOSPITALARES,13.45,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,LIDOCAINA 2% S/V FR 20ML (XYLESTESIN),-,MEDICAMENTOS HOSPITALARES,3.81,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,CURATIVO TEGADERM 10CMX12CM (PUNCAO PROFUNDA),-,MATERIAIS HOSPITALARES,5.9,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,SERINGA DESCARTAVEL 20 ML S/AGULHA,-,MATERIAIS HOSPITALARES,1.86,,,6.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,SULFATO DE MAGNESIO 10% AMPOLA (M.A.R),-,MEDICAMENTOS HOSPITALARES,2.95,,,3.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,CLAMP P/ BOLSA DE COLOSTOMIA,CLAMP P/ BOLSA DE COLOSTOMIA,MATERIAIS HOSPITALARES,33.88,33.88,0.0,5.0,5.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:5.0)",Quantidade exata
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,METFORMINA 500 MG (GLIFAGE) - DRAGEA,-,MEDICAMENTOS HOSPITALARES,2.85,,,20.0,,,❌ Não Conforme,Documento 5085232 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,CURATIVO TEGADERM 10CMX12CM (PUNCAO PROFUNDA),-,MATERIAIS HOSPITALARES,5.9,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,AGUA BI - DESTILADA 10 ML  AMP,-,MEDICAMENTOS HOSPITALARES,0.31,,,2.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,AGUA BI - DESTILADA 10 ML  AMP,-,MEDICAMENTOS HOSPITALARES,0.31,,,2.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"SORO FISIOLOGICO 0,9% 250 ML-S.FECHADO",-,MEDICAMENTOS HOSPITALARES,3.46,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,SERINGA DESCARTAVEL 20 ML S/AGULHA,-,MATERIAIS HOSPITALARES,1.86,,,6.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,DEXTRANA 70 1MG + HIPROMELOSE 3MG 15ML (LACRIMA PLUS) - FR,DEXTRANA 70 1MG + HIPROMELOSE 3MG 15ML (LACRIMA PLUS) - FR,MEDICAMENTOS HOSPITALARES,13.19,13.19,0.0,1.0,1.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:1.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"COMPRESSA GAZE 7,5X7,5CM (PCT C/ 10 ) ESTERIL",-,MATERIAIS HOSPITALARES,4.33,,,10.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,"COMPRESSA GAZE 7,5X7,5CM (PCT C/ 10 ) ESTERIL",-,MATERIAIS HOSPITALARES,6.5,,,15.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,CGMY - CAMPO CIRURGICO  ( MESA MAYO ),-,MATERIAIS HOSPITALARES,9.2,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL DE CANCER,CASA DE PORTUGAL - REDE CASA,5084084,NISTATINA + OXIDO DE ZINCO TUBO 60G (DERMODEX),-,MEDICAMENTOS HOSPITALARES,14.01,,,2.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,AGULHA DESC. 25X7,-,MATERIAIS HOSPITALARES,0.21,,,6.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"SORO FISIOLOGICO 0,9% FRASCO 1000ML S.FECHADO",-,MEDICAMENTOS HOSPITALARES,91.48,,,13.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,AGULHA DESC. 25X7,-,MATERIAIS HOSPITALARES,0.14,,,4.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,TUBO ENDOTRAQUEAL 7.0 C/BALAO,-,MATERIAIS HOSPITALARES,3.15,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,AGULHA DESC. 30X8,-,MATERIAIS HOSPITALARES,0.38,,,6.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,POLIFIX 2VIAS,-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,POLIFIX 2VIAS,-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,POLIFIX 2VIAS,-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,"CLORETO DE SODIO 0,9% 10ML","CLORETO DE SODIO 0,9% 10ML",MEDICAMENTOS HOSPITALARES,33.72,33.72,0.0,200.0,200.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:200.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,JELCO 20 DISP.SEGURANÇA,-,MATERIAIS HOSPITALARES,2.65,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,KIT LP 37 - PARTO / GINEC / URO C/BOLSA ( LP37 ),-,MATERIAIS HOSPITALARES,78.95,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,COMPRESSA CAMPO OPERATORIO ESTÉRIL 25X28CM C/RX,-,MATERIAIS HOSPITALARES,62.79,,,12.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,COMPRESSA CAMPO OPERATORIO ESTÉRIL 25X28CM C/RX,-,MATERIAIS HOSPITALARES,156.98,,,30.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSP.EVANGELICO - REDE CASA,5084357,"CLORETO DE SODIO 0,9% 10ML","CLORETO DE SODIO 0,9% 10ML",MEDICAMENTOS HOSPITALARES,67.44,67.44,0.0,400.0,400.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5084357, Qtd:400.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,SERINGA DESCARTAVEL 01 ML C/AGULHA,-,MATERIAIS HOSPITALARES,0.32,,,2.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,SERINGA DESCARTAVEL 01 ML C/AGULHA,-,MATERIAIS HOSPITALARES,0.32,,,2.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,SERINGA DESCARTAVEL 01 ML C/AGULHA,-,MATERIAIS HOSPITALARES,0.32,,,2.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,CCI - CAMPO CIRURGICO IND.,-,MATERIAIS HOSPITALARES,8.6,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"FIO VICRYL 1 90CM 1/2  AG 4,8CM (J 371 H)",-,MATERIAIS HOSPITALARES,23.24,,,2.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,AGULHA DESC. 30X8,-,MATERIAIS HOSPITALARES,0.38,,,6.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,MIDAZOLAM 15MG AMP 3ML (DORMONID),-,MEDICAMENTOS HOSPITALARES,1.26,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,ACETILCISTEINA 200MG ENV,ACETILCISTEINA 200MG ENV,MEDICAMENTOS HOSPITALARES,12.77,12.77,0.0,32.0,32.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:32.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,SONDA FOLEY Nº 14 2 VIAS C/BALAO,-,MATERIAIS HOSPITALARES,2.16,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,AGULHA DESC. 30X8,-,MATERIAIS HOSPITALARES,0.38,,,6.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,SERINGA DESCARTAVEL 10 ML S/AGULHA,-,MATERIAIS HOSPITALARES,1.32,,,6.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,SERINGA DESCARTAVEL 10 ML S/AGULHA,-,MATERIAIS HOSPITALARES,1.32,,,6.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,SERINGA DESCARTAVEL 10 ML S/AGULHA,-,MATERIAIS HOSPITALARES,1.32,,,6.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,COMPRESSA CAMPO OPERATORIO ESTÉRIL 25X28CM C/RX,-,MATERIAIS HOSPITALARES,31.4,,,6.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,MIDAZOLAM 15MG AMP 3ML (DORMONID),-,MEDICAMENTOS HOSPITALARES,1.26,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,SONDA DE ASPIRAÇÃO NR 14,-,MATERIAIS HOSPITALARES,0.61,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,A3SMS - AVENTAL CIRURGICO ESTERIL DESC.,-,MATERIAIS HOSPITALARES,11.99,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,SONDA DE ASPIRAÇÃO NR 14,-,MATERIAIS HOSPITALARES,0.61,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,CCI - CAMPO CIRURGICO IND.,-,MATERIAIS HOSPITALARES,17.2,,,2.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,SONDA DE ASPIRAÇÃO NR 14,-,MATERIAIS HOSPITALARES,0.61,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,CGMY - CAMPO CIRURGICO  ( MESA MAYO ),-,MATERIAIS HOSPITALARES,9.2,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"FIO PROLENE 0 75CM 1/2  AG 3,5CM (8424 T)",-,MATERIAIS HOSPITALARES,4.77,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,"FENTANILA  0,05MG/ML  AMP 2ML (FENTANIL) (M.A.R)",-,MEDICAMENTOS HOSPITALARES,1.92,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,"FIO MONOCRYL 3-0 70CM 3/8 AG 1,9 CM (Y 427 H)",-,MATERIAIS HOSPITALARES,39.42,,,3.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,EQUIPO BBRAUM MULTISPIKE ROXO (REF.402113),EQUIPO BBRAUM MULTISPIKE ROXO (REF.402113),MATERIAIS HOSPITALARES,117.98,117.98,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:10.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,FIXADOR DE TUBO ENDOTRAQUEAL,-,MATERIAIS HOSPITALARES,12.1,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,ROCURONIO BROMETO FR/AMP 50MG/5ML (ESMERON),-,MEDICAMENTOS HOSPITALARES,9.42,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,AMBROXOL XPE ADULTO 120ML,AMBROXOL XPE ADULTO 120ML,MEDICAMENTOS HOSPITALARES,6.09,6.09,0.0,2.0,2.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:2.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,CETOPROFENO FR 100MG/2ML I.V. (PROFENID),-,MEDICAMENTOS HOSPITALARES,3.13,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,"CLORETO DE SODIO 0,9% 250ML - FR","CLORETO DE SODIO 0,9% 250ML - FR",MEDICAMENTOS HOSPITALARES,181.48,181.48,0.0,48.0,48.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:48.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,"FIO MONONYLON 4-0 45CM 3/8 AG 2,4CM (1129 T)",-,MATERIAIS HOSPITALARES,6.8,,,2.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,BOLSA DE COLOSTOMIA RECORTAVEL TRANSPARENTE,BOLSA DE COLOSTOMIA RECORTAVEL TRANSPARENTE,MATERIAIS HOSPITALARES,61.57,61.57,0.0,5.0,5.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:5.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,DIPIRONA 500 MG/ML AMP 2 ML (NOVALGINA),-,MEDICAMENTOS HOSPITALARES,0.8,,,2.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9390631,MOXIFLOXACINO 400MG BOLSA 250ML (AVALOX),MOXIFLOXACINO 400MG/250 ML (AVALOX) - BOLSA,MEDICAMENTOS HOSPITALARES,43.5,43.5,0.0,2.0,2.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9390631, Qtd:2.0)",Quantidade exata
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,CEFTRIAXONA 1G (ROCEFIN) - IV - FA,CEFTRIAXONA 1G (ROCEFIN) - IV - FA,MEDICAMENTOS HOSPITALARES,34.61,34.61,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:10.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,KIT LP 16 - USO GERAL ( LP16 ),-,MATERIAIS HOSPITALARES,72.0,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390712,KIT LP 16 - USO GERAL ( LP16 ),-,MATERIAIS HOSPITALARES,72.0,,,1.0,,,❌ Não Conforme,Documento 9390712 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5085232,SORO GLICOSADO 5% 250ML - FR,SORO GLICOSADO 5% 250ML - FR,MEDICAMENTOS HOSPITALARES,185.67,185.67,0.0,48.0,48.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5085232, Qtd:48.0)",Quantidade exata
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390728,KIT LP 16 - USO GERAL ( LP16 ),-,MATERIAIS HOSPITALARES,72.0,,,1.0,,,❌ Não Conforme,Documento 9390728 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,EFEDRINA  AMP 50MG/1ML (EFEDRIN) (M.A.R),-,MEDICAMENTOS HOSPITALARES,4.88,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-06,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9390727,LAMINA DE BISTURI NR 11 DESC.,-,MATERIAIS HOSPITALARES,0.44,,,1.0,,,❌ Não Conforme,Documento 9390727 não encontrado na entrada,-,Sem correspondência encontrada,-
